id,close
ID_323Sn2,-0.31648749377352814
ID_325SNW,11360.056012814532
ID_325uzE,6306.758106159099
ID_328qCx,-0.23973881655484686
ID_3293uJ,1.153112281784503
ID_329H37,12292.396534056636
ID_32DnK8,9295.591089933976
ID_32EeyA,23615.544474706898
ID_32H6TE,9251.976768848966
ID_32Hgdp,7152.539261429789
ID_32KbB4,18462.014051997496
ID_32KwLh,19022.419071034914
ID_32NAZU,22879.124365088595
ID_32NG9u,6946.509879894576
ID_32QXZB,-0.6345295402575126
ID_32RtNw,7227.349922465121
ID_32SBbT,-0.0895224856288308
ID_32TcJo,-0.34929336167300074
ID_32US8U,10018.018825243567
ID_32WsPF,8840.133628276912
ID_32X2os,0.2086820302816006
ID_32Xyik,-0.24671044484047377
ID_32bgoA,1.6145793954761172
ID_32bikm,10895.330263626378
ID_32bpeN,9302.382995448566
ID_32c8Zn,11673.949533390478
ID_32d5fZ,8983.726360995812
ID_32jaED,9158.156247475688
ID_32kvcY,-0.48291037930449054
ID_32mkpU,8161.71804588515
ID_32mwC9,7525.267866458457
ID_32mwwo,7220.5718797112595
ID_32nVpo,0.30410567819458967
ID_32nz3p,12973.403533967557
ID_32qLEF,18357.68389579161
ID_32rEqz,7597.486049493782
ID_32sMQs,8664.876608731814
ID_32sfVZ,7169.806517477811
ID_32smMB,10033.757152521719
ID_32tXtL,-2.305719491063175
ID_32u25Q,-0.4362810123544636
ID_32uBYt,8804.957373648098
ID_32uMYp,-3.8331376353757083
ID_32vFvY,7183.394027455349
ID_32vTy4,10907.040157450008
ID_32vcUs,7540.960892733386
ID_32wExS,8193.744291859788
ID_32zfUL,8510.116672645112
ID_332BDv,47682.61692655634
ID_332yWf,58208.937616476665
ID_333CCE,-0.31840907990061673
ID_333sYS,6866.82185158823
ID_334imr,9612.44815229189
ID_335TWX,10061.088861242211
ID_339paj,0.6612564840057229
ID_33A6dY,7342.081669522453
ID_33BPhv,7087.127257140931
ID_33DjjL,59163.34193391871
ID_33EF4V,7532.7680931352625
ID_33FCfj,7160.299874251431
ID_33FF28,0.08028894251500229
ID_33Gvss,0.9710378550529581
ID_33LbPQ,0.04355103352405765
ID_33NpPs,8740.979934073173
ID_33NuA6,10405.88868726362
ID_33VU2z,12811.567673661848
ID_33VpGs,18624.93001922183
ID_33Y9VK,-0.22369669567913486
ID_33b6EH,0.345991389312964
ID_33bbrz,59552.95350641096
ID_33crLN,9615.171511726656
ID_33fKqA,8832.086159461012
ID_33fpRD,-0.1916179984135984
ID_33ft29,10465.373366922295
ID_33hXZG,13632.557533162413
ID_33kRQ8,57905.38035245394
ID_33oLY6,9362.899950591238
ID_33pZww,10529.490606035171
ID_33r6Hc,12355.96559612986
ID_33sLsm,13779.148500515817
ID_33tNvW,0.0149219356276995
ID_33uKBm,8201.959265191083
ID_33umCa,7365.401635692727
ID_33vXX5,7103.063528335648
ID_33wapu,5489.395049931246
ID_33x2hK,0.7738600162088338
ID_33zH7n,14900.32629233235
ID_342RWF,0.016374864963316527
ID_343VGj,18201.87425319905
ID_346Uah,9198.889016582652
ID_347tWW,11512.33700566096
ID_349aUY,6893.544064822765
ID_34AAAY,48538.68963676219
ID_34AybD,-0.20317679003942324
ID_34BNbK,8077.74725379625
ID_34DTZE,-1.2080622435876438
ID_34DhKJ,-0.37244945855980593
ID_34Hvnz,8034.069746916474
ID_34J7HK,9017.862989622501
ID_34Ke3A,7244.488367703726
ID_34QTg4,9283.055636844643
ID_34StgT,-0.5016069884821919
ID_34UF4v,8465.06184550921
ID_34W6Qv,7918.630156543147
ID_34Xbdg,7230.260642606037
ID_34Z5ho,10150.957769304312
ID_34dh7R,8877.707098136723
ID_34dncV,5304.774137707829
ID_34eWTp,11306.627620151592
ID_34gP63,-0.48130542027282486
ID_34grNw,-1.6326652322208035
ID_34hqFx,8630.404238344616
ID_34kPkr,1.5217324979331108
ID_34sDhx,-0.28099504839421596
ID_34uee6,1.843792116149649
ID_34wwLJ,0.7806918053101171
ID_34xJTi,11485.261208190135
ID_34yHJn,6124.034186908056
ID_34zbjR,7437.380817913208
ID_34zhXV,8215.552647342733
ID_352Tyn,40091.40368214891
ID_354fop,-0.5376556835215323
ID_357Ddk,8012.681311404673
ID_358DHW,-0.7787783172869807
ID_358atp,0.8187854184479977
ID_35AF6g,9643.290047916247
ID_35AjJh,15276.548140687642
ID_35Atjo,-0.8552301955631914
ID_35E6V6,9699.967764027504
ID_35EcCB,-0.6374382117354247
ID_35G5hy,9307.967178489254
ID_35J4j5,59958.34468532572
ID_35KouZ,-0.5405353278513281
ID_35Lddt,6637.151604289394
ID_35Lr6w,-0.6372177668711791
ID_35N6Bp,9980.908116216948
ID_35Nunz,7083.635282327071
ID_35Nws4,6287.094441759994
ID_35W3pV,-0.2867240694080121
ID_35bpiU,-0.6877017569920483
ID_35dcz6,10647.06332502175
ID_35ecAU,10761.125437825953
ID_35evKT,7060.607741513931
ID_35hQAd,9414.367680804744
ID_35i3pY,56842.492562439525
ID_35mGMc,9265.48907784126
ID_35nVSX,11538.854360156993
ID_35orCd,9746.877699239454
ID_35q27F,9255.61843831222
ID_35r94r,-0.6218006217301123
ID_35rrTJ,-0.002572038187058978
ID_35snXj,9596.973096995547
ID_35tMnA,9904.742079369546
ID_35tm2V,54727.53575519867
ID_35uYRm,7525.6418377467735
ID_35v7vu,-0.2401634386598469
ID_35vcF5,9309.236000386834
ID_35vzi7,56703.24143854278
ID_35xDeg,10270.715898540127
ID_35xHJt,9139.338601732348
ID_35xKDQ,7436.445031994377
ID_362HSj,7708.394974809714
ID_363xyg,9170.353089855284
ID_364duh,9958.209277835886
ID_3666ue,10157.124450358788
ID_369eAJ,0.06979955085390577
ID_36Ad5H,6133.23881141962
ID_36BaqB,8716.5116730386
ID_36Dp6c,0.9143682802756294
ID_36EHiL,10291.50861327741
ID_36Em6y,8946.50642640205
ID_36FxXg,12774.200725038929
ID_36GJ2S,9190.635596860426
ID_36KY5P,-0.43572624035661167
ID_36Lmo8,58722.99257145833
ID_36MXuR,9803.238952961638
ID_36PDJ2,8005.0547431107325
ID_36Qp5t,7146.960510401312
ID_36SQnM,8347.633823615206
